Tweet index	Tweet text	Label
2314	ayee love your lips  trying to sound creepy http://t.co/WKZn9VkNHp	0
2759	Security Engineers are not Security Guards. :| #Hackers  #security	1
2726	Photo: #tea #art #abstract #color #colors #fun #how #are #you #artist #spainish #exhibit #spain http://t.co/TjneQknWDo	0
2453	@numbdave Because we all know that a house is a hermetically sealed environment!  @askegg @SecuLawyer @star2000dancer	1
852	@kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry	0
661	Go go Power Rangers! #f2xmasparty  http://t.co/A8xOlFt1ub	1
1163	"If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview."""	0
2046	The secret of #change is to focus all your energy, not on fighting the old, but on building the new. ~Source Unknown|#Quotes|#QvAW	0
328	@GarnetNGold22: So PSN and Xbox Live are both down on a day many people get new video games.||North Korean hack? :tired_face:	1
1725	I love it when work tells me they don't need me to come in :information_desk_person::face_with_tears_of_joy::loudly_crying_face::loudly_crying_face::loudly_crying_face: 	1
3432	@BetVictor Glad to see someone has finally realised how funny Mark Lawrenson is and given him more work. He is a hoot.    #goodgrief	1
1153	Jesus, Mary and Joseph. How sad to go through life suffering from  deficiency	1
3827	Thanks for shutting the city down.. 	1
3519	AHHH WINNER AND EPIK HIGH. #2014MAMA	0
3465	I love the hypocrisy of the holidays. 	1
1459	So if three geeks can bring down the whole of Microsoft and Sony networks..my annual firewall subscription is worth every penny!||	1
3718	@MarkRizzoRitson hahahaha love it mate. Have a good1 xx	0
3098	Was swarmed by about 40 teenage girls as I walked in the mall...help. At least they were leaving right?!	0
1673	Lol. Imagine being gay and working in a fudge packing factory. 	1
3087	Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping 	1
1501	@bayer04fussball draw, @s04 draw, @Everton going to lose, Pelle on my bench in fantasy, been a fucking shit night for me.	0
1970	@Arlo2121 @BillBruno @AtomicDeke @ftwpodcast @followthatband @joeftwpodcast	0
2940	@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward. 	1
1203	@chrisratcliff nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings	0
1127	I love when I'm taken as a joke...makes me feel so good about myself! 	1
3356	Wish I was still in bed with @BlakeNath :growing_heart:#ICouldSleepForeverRightNow :pistol::disappointed_face:	0
710	@seanmendes69 on stage at #flzjingleball at the @amaliearena in #Tampa #iheartradio http://t.co/zcptj6S5qn	0
2937	Still feeling sorry for myself about being to ill to go out last night!!! :loudly_crying_face::crying_face: here's my memories from... http://t.co/I3fIk1k6ek	0
3753	@ChanaChristine haha they were never nice. Guess I'm not cool enough :pensive_face: #sadface 	0
750	It's hot, it's humid & you're wearing uggs. Wow. Nice style! 	1
22	I never cared for Beyonce, bc I could never get a sense of who she was. Her interviews lacked depth. @AZEALIABANKS tho....this girl got IT.	0
516	Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. :expressionless_face: 	1
1955	trivia crack is taking over my life.	0
935	@ChancelleM have you heard back yet?!	0
1472	#MY #Husband is  your concern #StopTxtnHim its #NotOk #youknowwhoyouare!!!	0
198	@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses	0
2506	@erin_also I can't wait :) Enjoy your Christmas!	0
3071	@wizkhalifa: Tried to spell beeyotch and iPhone made me spell Beyoncé. That's fire.	0
2345	The excitement for #EVC14. |Follow @EVC_India, answer simple questions and win passes for the gig. |#GetEnchanted http://t.co/neaZKoIv7t	0
1703	@NiteshpandeyG @AamAadmiParty hahaha u talk abt policies..just check delhi dialogue page..are u from another gola lol	0
3051	@BanjoPla @bassem_masri .@SLMPD has warned @NewYorkFBI about Bassem.Heck, they might already know him! #Ferguson #NYC	0
1821	What I learned today??? You can choose to live a fearless life. #iam #fearfree  #fearfull	0
3639	@AlWashingnutt Yeah...me too!!!!! !! x	1
1675	@M1ck3yCharlton miss u lots and lots like jelly tots	0
3421	Sports rock so hard sometimes. 	1
7	Nothing makes me happier then getting on the highway and seeing break lights light up like a Christmas tree.. 	1
1735	#HybridCloud needs hybrid monitoring... monitor Azure, plus apps and dbs, from SCOM https://t.co/uJRpzYnY8y	0
2326	stomach flu once again...what a surprise.  :unamused_face::face_with_medical_mask:	1
1291	Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe	0
1588	@_Jencita_ congrats , so cute :)	0
2069	@UberStaub this is not real life. believe me.	0
2702	@whatruWARING @LehmanJenny Ya I remember when winning one regular season game was like a super bowl 	1
576	Porygon2 #are  found in the www.monstermmorpg. com #wild. bulbiest follow @MonsterMMORPG #working	0
3209	#BBC #News -- #China -- #Shanghai #crush: #Xi #Jinping #orders #new #year #investigation. http://t.co/wD1X4FC4Y1	0
2173	Just booked me and my back a massage with @sharna_woodcock @back_physio hopefully stop it groaning over crimbo :thumbs_up_sign::father_christmas::wrapped_present::father_christmas:	0
676	"@LexGrayWAVY @WAVY_News ""Unity we stand"" all white people. "	1
2305	@ShahbazSZM but talking rubbish about system on twitter can't change anything |   | Action speaks louder than words	0
581	Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth http://t.co/2xIWLuFeGE #hacker #hacked 	1
635	@sethedel @FisolaNYDN Until he becomes the most loved athlete in his new city.	0
1367	I love how @Gcash14 can stay up and tweet but can't stay up and hang out with me! #truebro 	1
2930	It's gonna be a great day :smiling_face_with_open_mouth: 	1
1051	@iwritethings23 Email me when you need a friend...always here to chat, I've been there many many times so right with you xx	0
1097	Went off the road this morning as did my English professor , thank you FSU for your concern for commuters  :unamused_face:	1
751	OMG YES. 7:30 FINALS ON A FRIDAY ARE MY FAVORITE. :smiling_face_with_heart-shaped_eyes::heavy_black_heart:️:information_desk_person: 	1
1187	An answer to the one who criticize #feminism http://t.co/sYtcFcGcRq #Uglygirlsclub  #fourthwave	1
3646	@BBCtrending @CAllstadt @Turnoftime #Already dividing One from another!| Good	0
3194	@NickMeisl his song Angel of Death is a good one. It has lyrics bashing the Vatican 	1
3392	@araancheta Yes ara i am not, and you know that. Hahaha :speak-no-evil_monkey:  :face_with_tears_of_joy:	1
1710	@ItsAnaBln yeah me! |I should get a more active social life and get away from the internet...	0
1276	Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew	0
2310	@iZedricxGaza try your luck tom! You can be one of the 20 free passers and makatanggap ng free item from david. Okay na yun tas uwi haha	0
1275	I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal 	1
357	At http://t.co/pMUxNeOvrn -- #Sketch #today #spudshed #fresh #fruit  .only.for.eating #for.drawing.as.well #drawing #Perth	0
2140	I cared for 8 seconds, then I got distracted. :face_with_tears_of_joy: 	1
3260	Christmas is less than a week away wtaf	0
946	#FEMALECONDOMS  |#herpes is  #curable, it #can #be #managed.. http://t.co/0Y1t0CNyZx	0
1985	Oh the  @LabourEoin .@David_Cameron You would not need to take to twitter to peddle piffle	1
1353	@Fleshframes plus my memory is short and I deleted all those pic you shared. Boom. 	1
353	For those who CAN hear us, @cbcjones talks about NB Power's record number of outages. 7:13  #transmitterproblems	1
2752	I just swallowed my giant lozenge. Now my throat actually hurts. I'm glad I have Twitter to share my despair. #sick	0
531	That was one long walk :ok_hand_sign::ok_hand_sign::ok_hand_sign: #GoMe http://t.co/liRaGZvLyF	0
61	Tell me the #Quintessential #Aussie now isn't a Govt paid job & then have the hyde to buy overseas online and pay no GST . mmm #SadButTrue	0
2968	"Well done @Conservatives, you're doing a great job  ""@SkyNews: A&E Waiting Times Worst Since Records Began http://t.co/bKkeZqtEuL"""	1
3352	Dont you just love Captchas? 	1
2649	I don't think you get how embarrassing and trashy all of that really is...  s'cute	0
815	Well that's my Becky in London with her nan, an the big girl dan too start her new job tomorrow #feelingabandoned  haha	1
3310	#Happy young chap  ashamed of my God and my savior #spreading the word of God n life of Christ #successful entrepreneur #MindOfGod	0
1250	Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner	0
1073	@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this  #mediabias @theMRC @newsbusters	0
3380	@hollis51 gerrymandering neither party will give up. It is not hard to be an informed voter.#Ferguson	0
3583	 in #Iowa. Anti-Union Governor #Branstad having inauguration & ball at #CommunityChoice Credit Union Center. A slap to #AFSCME #Homan	1
2854	Women do some crazy ass shit just to be with a guy and the least they can do for her is break her heart!| all but some.	0
2799	"@HoodCertified Hey, now. Her profile says ""I Heart Jesus"" so she can't be all bad.  @FOXDeportes @ErikaReidt"	1
580	@timdobbsphoto Because we need an excuse to pop it open! My dream is McDonalds and Grand Cru. #ChampagneExcuses	0
3576	Worked both jobs between 545am and 830pm w 15 minutes between jobs. Already planned to sleep immediately after work tomorrow.	0
3067	http://t.co/nzK3dNmOAD Having sooo much fun in math :face_with_tears_of_joy: #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI	1
2961	I'm kinda missing summer @barbiegirl678 .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...	0
208	@BFBulletin if @tiggr_ exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back :loudly_crying_face: :loudly_crying_face:|I would pay for it!!	0
1568	"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin."	0
2006	I don't know how you can love, but also freaking hate someone so much!! :unamused_face:	0
2211	I always forget that many #activists and #radicals who are most earnest look back fondly to 1918 and 1793, not 1848 or 1789. #classwar	0
1928	Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead :face_with_tears_of_joy:  #NeedAGoodLaugh http://t.co/ETKxZpfv5X	0
1521	you know what would make break 1000000x times better?||not having practice.	0
800	"Good job @pmharper...""@globebusiness: Same-sex marriage harms free speech, new Ontario judge wrote in 2012 http://t.co/Y2vaFlYfbm"" "	1
178	3 hours sleep yay loving life 	1
1807	"@jwalmsley10 very clever jack! Changed the word ""big"" to ""no"",go to bed feeling like you've made a difference to society #youareagenius "	1
1682	The answers often lay right infront of you, the problem is you seek in the distance, when in reality the answers are simple.	0
1605	@Milanforever138 @RossellaMarrai 47% for Serie A ? Is this for real ?	0
2108	Sooooooo the #Bears will be looking for an offensive coordinator as well. This bodes well for next season.  #whatamess	1
1700	#OrionLaunch go, no-go, go, no-go. I'm getting dizzy... Imagine if there was a crew in there - how stressful would this be?!	0
3343	The oh-so-classy [] @SamuelLJackson also belittled the #ALS #IceBucketChallenge in his disgusting little video.||#NotInMyWallet	1
569	Getting my midterm back was such a great start to my day  #badday	1
83	"don't knw how to react everytime sum1 says me being in a wheelchair ""inspires"" them! im just living they same you are dude"	0
24	@RushOrderTees THX4FLW! FLWtheMUSIC @ElektrikEventz @ElektrikMetro WE R #ElektrikBLOOM #ElektrikFANTASY #iwant2DRIFT #Elev8TheUnderground!	0
2474	Are you kidding me this is unacceptable http://t.co/Z9Ij5t2DI9	0
68	Whenever I get sad about how things are going now, I just think of how awesome the future looks to be. #secondsemester #drumcorps #college	0
1870	@_XenaaSkky I.e., strength in numbers, focused movement, appeal to other countries, use pens and paper, change the way we live drastically.	0
3603	Easiest final of my life. So glad I studied 11 hours for it 	1
1295	I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy	0
796	then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl	0
616	Soooo deep  #narrowminds #stopwatchingthenews #andstoppreachingoffyoutube http://t.co/kEcp9We6yA	1
1362	My Twitter account is worth $100.20, according to Social Account Worth Calculator. See how much you're worth http://t.co/mxFLRaALZQ	0
2005	Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? #coveryomouf #nasty	0
2498	Grandma's coming over, yay money. #lol #kidding 	1
3723	I'm not in enough dance practice whatsapp groups yet. #december #winter #weddingseason 	1
724	@raeraeduke  your application is already filled up waiting for you to turn 21	1
1629	it  just had to snow and cancel our Vball tournament today...:pistol::pouting_face::pouting_face::pouting_face::pouting_face: #ball #is  #life	0
828	Our physics exam was quite fun...  #Prelim	1
1599	@AuntFlo_28 a day or two after.	0
3148	@cnsnews I've heard liberals defending bombing civilians along with terrorists w/o trial but still claim Enh Interrogations and Gitmo evil.	0
1595	@NewAmerica @Heritage @Gundisalvus Remember when Pres. spoke of how great America is and how strong we the people are if we work together?	0
3208	it's beginning to look a lot like Christmas :christmas_tree::father_christmas: #office #tinsel #christmassy #happy  #long #now... http://t.co/VXcVFCKdjY	0
209	I love 14 hour shifts  :weary_face::weary_face::weary_face:	1
530	@WiseManSi: Your opinions don't affect me. I'm going to keep living my life.	0
553	I'm glad H & M has employed enough staff today.  #nohelp #terrible	1
3812	The world is such a smiley place. :flushed_face: 	1
932	Check Out this YouTube channel: https://t.co/4t87VM36Y5	0
3688	Like @TheOnion? Visit http://t.co/HJRCAwTQ6x for  articles and also win a free puppy!! 1 puppy per visit, 6 puppy maximum #ATL	0
2301	Now that i can seem to afford good things, material things in life...its the simple things that i need and really want... of my life	1
1628	Times my trip home perfectly  #drenched #sydney #storm #wet http://t.co/2OxuJk3uJb	1
3177	Pretty flipping cold outside there today I tell ya what	0
114	Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the  http://t.co/sQCIETUrpR	1
2025	Wow am I glad that I have to cycle through this weather.||	1
2145	@Suuzeeen Grabe! Affordable na Affordable 	1
1316	I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've... http://t.co/Lyr8HuLnSW	0
432	That's always a great way to boost self-esteem 	1
50	@malesurvivor72 I think it's a safe bet it won't fit the crime.	0
187	Its so hard to choose between the pleasure and the pain  #Girl #December #Love #Dream  #Strong http://t.co/GZH8Oqft9y	0
2235	Peshawar school massacre: Pak must know their greater enemy is terrorism, not India.#Peshawarattack	0
1983	Seriously tho if you need me anytime over winter break just shoot me a text. Probably won't respond cuz I'll most likely be eating, but hey	0
3818	@StartUpGrindBuf @magnachef If you need a #dev #environmnet #then  #a #great #pick. For #regular #web #stuff, I #do #like #it	0
3795	My favorite color is every color.	0
1047	#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that http://t.co/Zp4JIBpSbj	0
948	@MLS @ussoccer Awesome destination site. High population of 136k, super easy to get to, lots of great sites. Will do well there! .	1
664	Rodgers needs to go man , didn't think I would ever say it but he has bought some shit players there  #good #enough	0
2195	Lunch today. #fakelobster #lifestyleoftherichandfamous  #worldofswede http://t.co/a2ix7q4emC	1
3004	I have such a wonderful gf! 	1
1167	Dentists oh the joy	1
1817	If that's Man U at its best they have much bigger problems than us ;) #saintsfc. Then again we're still 5th #noproblem	0
224	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. 	1
2935	August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26	0
767	Look really awake and like I've made an effort today 	1
1091	@icequeenerika yes, we officially try that.  #Gamergate	1
1895	"@Cyclocosm Hey, he DOES have the word ""ban"" on his home page like two or three times though. #AcknowledgementIsFirstStep "	1
1174	##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice# http://t.co/jOHtHVBKOw	0
2605	Oh this is back in #AdvancedWarfare XD|#JustCODThing http://t.co/qAP5SgoQnh	0
3474	@JafarBalarabe @GovElrufai2015 @elrufai2015 @elrufai  for Elrufai#he represents the masses#so it is our victory#	0
1733	 is the name of the game. http://t.co/cUWvhv0VXL	0
2495	@_Kayy_T Be more narrow with that knife, you might just find the target to answer that. -Sarcastic.	0
1405	It's almost 1am and @princezz1989 and I are arguing on why the guy is cute or not. Really. This is our lives. Come on were adults. 	1
3679	That moment when you have to go to the bathroom but the cleaning lady is in there....#StillHoldingIt	0
3806	@TheFollowingFOX I get paid 4 posting stuff like this on TSU! ||YOU CAN TOO! go to http://t.co/JUmMWi0AyT||#FOLLOW #FOLLOWBACK	0
2616	Pre work shenanigans lmbo alissamarie_b #letswork  #kiddingnotkidding #funtimes #sheseriouslyrocks http://t.co/wht23Idawu	1
532	Work Christmas Eve and Christmas Day.. Can't wait! 	1
1230	Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz	1
2475	Well, my nmu computer just took a poop on me :/ hopefully it will start back up later.. #whatDoIExpect #NMUComputersAreTheBest  :expressionless_face::unamused_face:	1
3571	#CDC:  #Enough #Patients #Getting #Flu #Shots #This #Year: (HealthDay News) – Fewer than half of Americans have... http://t.co/dJAYXiFFQA	0
1779	@BestProAdvice: http://t.co/yRl7MbKNzB  true....you can't replace your one and only mam.	0
1224	Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter	1
3448	 at its core. #trolls looking for #trolls. The second coming is soon. #itm #noagenda http://t.co/hcxDHHxc73	1
3374	Yay time to clean....  so tired	1
1591	#Laundrymatfun#LOL#YesIsaidNOT#spincycle#youspinmeround#recordplayer#thatsmykid#80smusic#teachingth http://t.co/jhIjrzRGl9	1
1494	@BIGJOEONTHEGO #ThingsBetterThanTitansJags napalm hotwings #bigjoefavorite  love the show #keep it real	1
1358	Flight diverted over boiling water incident http://t.co/FPT6yjxYIm	0
3796	@ClayTravisBGID One could hope. 	1
124	I pray God comes back in America and saves us all.	0
1939	@Devin_Heroux @CBCEyeopener @downtowncalgary was STUNNING today, wasn't it?	0
1343	We'll that was a great way to start off my morning :grinning_face: 	1
92	I have an idea, how about 911 operators don't ever describe race?||And police have to wear color blind glasses?||	1
1234	Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ	0
527	@RachelReevesMP @WOWpetition ,. #coalition fit for purpose.#Labour can and will sort it.	0
3114	@nfullers98 that's my Saturday night entertainment....	0
1083	why is there a hotdog on|http://t.co/2YQdPhfZKX???	0
2627	they dip, we drip #fat #sumo #hippoes #happy #like #so  #turtle #googlemapcibae #love #bij... http://t.co/P0viOrlrXc	0
1009	@ceyland89978315 All #U Can Do Beautiful Is Your #BEST Winning Is  Important Taking Part & Having Fun Is What Matter's :-)	0
813	@RadhikaMukherji y r women considered inferior2men by society even wen in most of d families 2day men need women4decision making!  :D	1
3109	@steviefriz83 @ddot42 @D_Murph72 @MurrayMurray8 @SeanBhoyCfc @LFCNev @nicsameva fuck it mite just warch eastenders 	0
484	@2ANow  you were decrying a hate crime against a Bosnian man & now you're back to your same old game, inciting hate torwards Muslims.	1
1181	@BAnderson_30 's twitter game is perfect tonight! #amazingness	0
2620	Produce Mobile Apps #bluedream| http://t.co/9NHimEIPSy http://t.co/9QHOFBuoyj	0
2835	Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! ||	1
2837	Those were some great last minute substitutions @TomCrean 	1
1490	@fbourdeau @ChrisLaBossiere @alexabboud All the more reason for it. Competition breeds innovation & the consumer wins.	0
3370	I swear the biggest tools are those who wear a belt even though they're wearing suspenders. Pick one or the other, can't do both	0
3223	@mrjohner @cebsilver We can vote Republican! Their Civil rights record and their ability to empathize is amazing. .	1
809	I hate babysitting when I'm sick because all I wanna do is sleep but I can't :pensive_face:	0
3351	It's always nice when a teacher doesn't leave lesson plans for their sub... 	1
1225	#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp	0
3062	@di_mac1 Sorry butt 	0
489	@stephen__tommy and yeah I set it at 130 not 150 because overworking your rookie pitchers is totally okay 	1
2549	#nuffsaid  #stupidity #hadenough lols :face_with_tears_of_joy::smiling_face_with_open_mouth: http://t.co/0iSZ1ExuLn	0
3276	Who wanna hit the slopes? http://t.co/thjIfVDMIA	0
