id	text	Label
7.513085498175283e+17	ahahahahaGermania eliminata...che peccato!europei2016 calcio  webRadioSelene 	ironico
6.492253862624584e+17	 plano Dilma pra diminuir a emissão de gases poluentes 	ironico
8.514582391873659e+17	Coragem!! Vc tem muita coragem 	ironico
6.335700947618324e+17	Há pessoas que são iguais a topada! Quando não nos leva pra frente, derruba! topada humor tercafeira 	ironico
8.680381433367757e+17	Agricoltura, ora “manca” il voucher  Breakingnews Economia	nao-ironico
6.718473952782418e+17	Só a Dilma mesmo!!   	ironico
5.5302829509339546e+17	Seu filho quer ser preto ha que 	ironico
7.502683902547108e+17	Molto probabilmente Justin ha vinto a ruba bandiera! socheèunasciugamano 	ironico
6.338501679811789e+17	Cristiano chorando Tô surpresoirônia MasterChefBR	ironico
5.859991760366715e+17	Tive que compartilhar...kkkkkkkkk   Cpa2 	ironico
5.228495696219464e+17	Mas pq só liberaram contra o PT?  Ex-presidente do PSDB também foi citado por Costa |  via 	ironico
6.297899401974989e+17	Engraçado é como as pessoas te culpam pelas coisas ruins que elas estão colhendo, sendo que quem plantou foram elas mesmo. 	ironico
6.936552609555415e+17	"Sou só eu que acho MUITO ENGRAÇADO o McDonald's ser Restaurante Oficial"" das OlimpíadasRio2016? """	ironico
5.3815315810800845e+17	Não entendo o porquê eu, com cada dia mais surpreendente e aventurado que o outro,  não consegue vencer uma simples insônia!  Tedio	ironico
5.2596555226392166e+17	Estudiando. GanasHistoria 	ironico
8.724050921877422e+17	Consulta ao IR começa nesta quinta-feira   ir impostoderenda economia folhape	nao-ironico
8.72462336753324e+17	35 mil cearenses receber�o R$ 74 milh�es no 1� lote  economia via 	nao-ironico
8.692898728462008e+17	Dólar abre a semana com leve alta, cotado a R$ 3,26  Economia 	nao-ironico
8.693237512462459e+17	Economía | Agricultura urbana produce 1.500 toneladas de alimentos 	nao-ironico
8.67502431910998e+17	As instituições estão funcionando... . 	ironico
8.698684683965932e+17	Ja ens segueixes a Instagram? imatge fotografia economia empresa 	nao-ironico
6.259806782204805e+17	Mas nem sou de gastar muito,esse cartão vai ser usado poucas vezes 	ironico
6.261310137274327e+17	NO SALUDÉIS TANTOS QUE ESTRESAIS, EH. Ironía.	ironico
6.206603998730732e+17	Vou te falar hein... tô com uma maré de sorte enorme esses dias, nem te conto 	ironico
8.012186144267633e+17	Se não foi  coletiva, fico sem palavras não chulas para opinar... 	ironico
5.6972677672698266e+17	Mais um analista alarmista...  	ironico
5.224609730396324e+17	O filha da puta deixou mais de 3GB de pornografia jogável no meu PC.Garoto bacana!	ironico
5.6877789864935834e+17	    esqueceste-te da hashtag 	ironico
6.0177721276595e+17	Nossa a linda linda,me bloqueou no tt,nossa vou mais nem dormir,comer depois dessa ai meu Deus   que se fodasse	ironico
8.39188759870591e+17	eu também tô pistola com os correios. vamos fazer um ritual coletivo pra derruba-lo, mana? 	ironico
5.2036172284286566e+17	" O discurso do Aécio se aplica ipsis litteris"" ao quadro político em Goiás.Aqui como lá, busca-se o fim da hegemonia nociva ao povo."""	ironico
8.703596152083948e+17	MARINGÁ ENTRETENIMENTO NEWS já saiu!  Divulgue por favor.  economia viverbem	nao-ironico
8.449135476834836e+17	 no final pq eu entendi	ironico
7.453319522790318e+17	Por culpa de alguns acontecimentos neste século, vamos mudar a forma de calcular os séculos: Os dois primeiros números do ano - 1. 	ironico
6.307623683902054e+17	"Maldito"" dólar caro:   """	ironico
8.682106444487598e+17	Secretário da Fazenda fará prestação de contas na próxima segunda  notícias Economia 	nao-ironico
8.731819506217329e+17	Na minha opinião, mesmo com o enfraquecimento de  , Brexit é uma temeridade. Economia negocio	nao-ironico
8.735563677134234e+17	Sobrevida de Temer não aumenta chances de reforma da Previdência  notícias Economia 	nao-ironico
6.967970219367342e+17	A solução do país estaria Seguramente nos comentadeiros de direita que enxameiam as televisões. Sabem tudo de tudo 	ironico
8.689595632356762e+17	É tanto o esforço que até chega aqui o suor 	ironico
8.326787868605932e+17	otima ideia... Minha vo teve 10 filhos pq nao tinha tv, quem sabe isso ajude neh 	ironico
6.695451146042819e+17	Adoro esperar horas pra ser atendida pelo médico, já estou aqui há maravilhosos 45min. Nem tenho pressa, a vida tá fácil... SQN  	ironico
5.765588563079414e+17	 eu me faço essa pergunta todo dia tbm kkkkk,  pra que ne?  Profissão difícil,  chata,  mal remunerada,  hostil  kkkkkk	ironico
6.311615029684961e+17	" Agora sim sabemos de onde vem Othelo, Mcbeth e aquela carnificina"" do Hamlet. É cada uma!... """	ironico
7.109385100191375e+17	 ComoSempre! O PRIMEIRO que eu peguei! Carminha - Para!!!  Livraria Gutemberg 	ironico
6.344262886698967e+17	Mapa das manifestações no Brasil, quinta, 20/08   FIQUEI ASSUSTADO COM QUANTAS PESSOAS ESTÃO A FAVOR DA DILMA 	ironico
7.330103280201933e+17	Essas opiniões críticas que vocês estão emitindo não são as opiniões críticas que o professor do ensino fundamental pedia não. Kkkkk 	ironico
7.982895293627474e+17	Ah, mas são só R$ 4 mil pros juízes pagarem o aluguel, tadinhos. O problema do Brasil é o Bolsa-Família  	ironico
5.537158777961185e+17	O correto seria capital do Amazonas, Amazonia é a floresta. Essa nossa presidente é uma intelectual invejável  sarcasm	ironico
7.772105343452078e+17	"Banzelos.Ele Aprendeu a Usar  com gente Falsa, Frieza com gente Cínica, e Grosserio com gente que... """	ironico
5.765203954461737e+17	Brasil rima com Abril  e então ? O País da Mentira ! 	ironico
5.3226075940614144e+17	"VIVA O PROGRESSO""  “: """	ironico
7.164422696462008e+17	COMO CONQUISTAR UMA MULER COMPRE UMA ARMA OU UM CARRO 	ironico
5.319355592380498e+17	Segundas Feiras com o Luz 34 - Senhora Dona Legi…:   :3 ahahah  como sempre muito bom!	ironico
5.353774671803433e+17	Ah delicadeza da Amanda me inspira . 	ironico
6.080971270724403e+17	Quando o Michael Jackson estava vivo ele era chamado de pedófilo,hoje essas mesmas pessoas o idolatram... Irônia MichaelJacksonToday	ironico
6.622106501905531e+17	"O café  é feito com muito carinho, mas acima de tudo com muito amor também."" Não é muito fofo?  MarketingAzia marketing"""	ironico
5.265097406928937e+17	Parabéns pra você que é petista e amanha vai acordar 7 da manha pra pegar um busao vazio e de qualidade e trabalhar perto de casa 	ironico
7.577711688248197e+17	Tira uma foto pra mim , é rapidinho , só uma foto no fundo branco ....  	ironico
8.6698885545037e+17	Jornal NotíciasCAPA do OGLOBO desta TERÇA-FEIRA (23).Minutomt Tecnologia TV Internet MatoGrosso Amazonia Economia 	nao-ironico
6.771434706126029e+17	Centro. ironía 	ironico
5.6488583127054336e+17	' - a indireta era pra mim?  - sim babe, não tenho outra coisa pra fazer se não preocupar me em mandar te indiretas! '  lol	ironico
8.678055201278157e+17	Contas de água sobem 8,53% no Paraná a partir de 1º de junho Economia paraná conta aumento agua junho...	nao-ironico
8.725310864416686e+17	Seja um estagiárioGSK de Vendas, para Consumo de SãoPaulo, Inscreva-se em  Administração Marketing Economia 	nao-ironico
6.57201949880787e+17	" qnd vc for falar ironia vc tem que colocar no final "" hahahahahhaa"	ironico
6.341847773781975e+17	Obrigada por perguntar do meu avô. 	ironico
6.837679450639606e+17	"Criticam o FHC por privatizar a Vale e não reclamam da privatização das teles"". Que tal comprar ações da Telesc pra usar o celular? """	ironico
5.85538586197549e+17	- adoro baleias sabiam?   	ironico
6.865906829208166e+17	Afff Messi...quem é esse..nada a ve......	ironico
8.708527006148731e+17	Economizando em Vancouver: Saiba onde fazer suas compras de mês   economia canada vancouver compras intercambio	nao-ironico
5.452472124655534e+17	"Coletiva do Douglas: O MAESTRO ESTÁ DE VOLTA"". Antes fosse mesmo o TCHECO voltando!  RirParaNãoChorar JáEra2015"""	ironico
7.208064053185782e+17	  rsrs :)	ironico
7.278695506420122e+17	photos mostram a igualdade de oportunidades entre os sexos... , mas choca a desproporção… 	ironico
7.37550803590742e+17	Legalizar el blog ha sido realmente fácil ironía 	ironico
6.555304448935895e+17	Que coisa horrível! NUNCA vi isso acontecer com a nossa torcida em SP...   	ironico
5.33206412697301e+17	  quanta gent.. 	ironico
8.666235149415424e+17	Na turbulência, analistas recomendam manter investimentos  economia	nao-ironico
7.794750956434555e+17	Já acabaram as Olimpíadas no Brasil, então pra quê continuar com Educação Física no currículo escolar? 	ironico
7.234212654285046e+17	Todo moi racional, a culpa foi de NÓS-Candidatura Galega ironía xerais2016 	ironico
8.172021270052495e+17	Internacionalização da marca CShow   	ironico
8.486798166814556e+17	Uma coisa bem desenvolvida em seriados: os flashbacks de OUaT. 	ironico
8.699050529363968e+17	Brasil registra 14 milhões de desempregados em abril, diz   Economia 	nao-ironico
6.399559490300846e+17	Nao sabia...ChatGrab internet comedia Veja todo o ChatGrab aqui! 	ironico
6.60130145186005e+17	Nada melhor do que pegar um código cachorro pra consertar.. SQN 	ironico
5.299943419858207e+17	Com um caneco, o dia ja me ta a correr bue bem para quase dar de caras com um ex meu 	ironico
6.149753020333834e+17	"A Seleção Brasileira está com a imunidade baixa"", jargão médico. """	ironico
5.761572805819064e+17	Berlusconi assolto e fede condannato  della sorte serviziopubblico	ironico
8.677679712879739e+17	Economia Reembolsos de IRS e IVA engordam défice em mais de 300 milhões  Em 	nao-ironico
8.239233383765197e+17	Como eu amo pessoas q usam a Quebrando Tabu pra justificar argumento!  	ironico
8.700372625323008e+17	Demanda por transporte aéreo doméstico sobe 2,7% em abril, diz Anac   economia	nao-ironico
8.138852935060234e+17	O arco estava imenso,hoje a noite virou dia.epicoGoiânia humor  	ironico
8.548677557991301e+17	Adoro quando meu intestino começa a doer quando to no bus :)  efeitodasfibras	ironico
8.667088504513823e+17	Economia: Confiança do comércio cresce 2,7%; alta é em todos os itens 	nao-ironico
8.536111886676787e+17	Jesus foi assassinado por ser considerado bandido. Tudo certo, porque bandido bom é bandido morto. pascoa 2017 bolsonaro 	ironico
6.286269495696507e+17	Como as pessoas andam reclamonas. Eu não reclamo, que saco isso. 	ironico
8.138926319986975e+17	Pos na 2 temporada episodi 6 de FoQ, le vist massa poc xd 	ironico
6.446327184547062e+17	Gala2GH16 OS vamos a equivocar Maite no sale nominada 	ironico
5.6675140295407616e+17	Dai a pessoa não entende  e acaba fazendo vc parecer o retardado...	ironico
5.293062631766344e+17	 vi-te em Leiria xD nas melhores companhias 	ironico
5.96928373261267e+17	Quando tava lá tava c sono, agora que tô aqui passou haha  não ?!	ironico
5.902426387811205e+17	Volto pra casa e descubro que, inesperadamente, minha mãe agora é noveleira.  ?	ironico
7.006910922919035e+17	Vou ficar das 10:40 as 22hrs hoje que delícia, amo meu trabalho 	ironico
6.296425479887217e+17	Agora me enfezei com Dilma. Sinais de bed bug em Curitiba. Culpa da democratização das viagens internacionais. Ainda bem que acabou. 	ironico
8.108967460249436e+17	FifthHarmony deve  ter  ficado  bem  tranquilo  depois  deste  recado   	ironico
8.344433637389107e+17	Tarde o temprano se aprende MiercolesDeGanarSeguidores Ironía UnSentimiento5letras Sarcasmo	ironico
8.543223569610179e+17	Vamos começar a terça dando um role até o pátio do colégio. Super legal 	ironico
5.807748055715512e+17	Almeno la seduta. .. è comoda  Cinismo	ironico
5.6344684639656346e+17	Sabe o que significa PT? Partido dos Trabalhadores!!! Que ironia não?!  foradilma forapt… 	ironico
6.497777209524961e+17	É uma excelente maneira de começar o dia e dá logo aquela moral. Not. 	ironico
5.281851752102093e+17	Imagina que zica se o Halloween caísse numa sexta feira 13? Hahaha 	ironico
8.429002800941998e+17	Índia é o maior exportador de carne bovina... 	ironico
5.5726092559897395e+17	 Boa . Justo hoje que eu iria ver o milagre que o Gallo fez para o Nathan jogar.	ironico
6.306174288175186e+17	Insónia   da nisso. 	ironico
8.729216624209183e+17	Apresentação do projeto de ampliação da .TVSH economia Lionesa LeçadoBalio	nao-ironico
8.725525066305659e+17	Boletim Macro do IBRE antecipa resultado do PIB:   Economia 	nao-ironico
8.623061505655194e+17	A camisinha não foi inventada ainda pra eles, coitadinhos.  tbm.	ironico
8.320284090438124e+17	morte de pessoas o kct 	ironico
8.487543551803638e+17	E ai galera, todos felizes assim como eu por estarem na semana de provas? rsss 	ironico
6.131634423971799e+17	 depois criará o auxílio-shpopping para deputados e senadores 	ironico
5.749458651498578e+17	Longe vão os tempos em que a stora de filosofia não faltava à segunda... Uma pessoa até nem gosta!!  .... Mas trabalha-se à mesma!!!	ironico
7.736080939219927e+17	Iphone 7 é para os fracos, eu quero é o 8    	ironico
6.546817671781868e+17	NoticiasEnEXAFM955  presenta Ironía. 	ironico
6.221619411385426e+17	Ezequiel demora um ano para liga vei ... irônia	ironico
6.318490364552479e+17	Externato Luís de Camões  lol .twitter.com/w5pkYjJcRV	ironico
8.405566938010419e+17	5 MOTIVOS PARA AMAR O BRASIL:  Old Corrupção  Brasil	ironico
8.578704945735066e+17	A cara de apoio e felicidade dos trabaladores é gritante. 	ironico
8.56619102227624e+17	Meu Deus! A alma mais honesta do mundo nao seria capaz de cometer tais delitos.  lulapreso PLS280Nao	ironico
8.246595020038513e+17	5 MOTIVOS PARA AMAR O BRASIL:  Old Corrupção  Brasil	ironico
6.724330791521526e+17	Amo , i suoi video e la sua grande  insopportabilmentedonna	ironico
5.7294277440168346e+17	 sendo  Uma galinha q canta de galo, nossa ñ podia dormir sem essa... --'  TavaDemorando	ironico
8.029563646790902e+17	Enquanto o isso, o  vai fazendo sua parte...	ironico
6.945834677288837e+17	Total falta de educacao dos deputados vaiando a Dilma. Tamo bem servido de deputados 	ironico
6.512426966826557e+17	Ai que legal, esse ano meu grau vai aumentar pacas aee 	ironico
5.406774179969311e+17	Que ... enquanto acontecia uma guerra dentro dela,  ela sorria!beijinhonoombro blonde… 	ironico
8.725916217239142e+17	Economia Jornal de Negócios - 2017-06-08 .twitter.com/h67eq6Zh0T	nao-ironico
8.10840034677035e+17	 esa justicia comprada por Podemos 	ironico
8.706220721496023e+17	Notícia: Produção industrial registra alta de 0,6% em abril. economia 	nao-ironico
6.92773390378242e+17	 yah claro Mariana tu és muito melhor que o Cameron claro... Ui 	ironico
5.464938817143521e+17	A Sara winter deve representar as feministas assim como a  me representa. 	ironico
8.732783484699566e+17	Ser diferente! cocochanel frases tarotdaliagaelle canarias sololaveedad amor trabajo Economia suerte twitter destino tu mismo	nao-ironico
8.566593527484703e+17	Mas só 1 mês e eu já tava feliz! XD brasil	ironico
7.449593165290291e+17	Rambo 3: o filme se passa no momento em que os americanos lutaram ao lado dos afegãos contra os russos... 	ironico
5.199801722344776e+17	 Avalie o meu vídeo. Se gostar, dê um curtir e compartilhe.  dicas likes compartilhadas 	ironico
7.649275271608361e+17	Reclama mais de arbitragem aí, quem sabe assim a gente ganha o brasileiro 2016. 	ironico
7.811841326636073e+17	Meu problema com aborto não é sobre matar crianças, e sim mulher decidir algo  PrecisamosFalarSobreAborto	ironico
7.029192687914025e+17	Curioso que quem teve o flagrante relaxado, virou réu também...  	ironico
5.5979864467808256e+17	Conversar com quem não fala nada é uma beleza!  sqn	ironico
5.433051395501834e+17	Nem preciso disso. Kkkkk 	ironico
8.711092746126623e+17	Comunidade: Uma Tecnologia Para Curar A Sociedade  economia sustentabilidade Lê! Comenta!Partilha!	nao-ironico
8.505207419678024e+17	não entendo esse pessoal que adora soltar um shade mas não gosta de ouvir umas verdades 	ironico
6.2944764527104e+17	 também. Tenho horror a redução da desigualdade social. Acho um acinte! Pobre tem que saber o lugar dele. 	ironico
7.474030631918346e+17	Bom dia pra vc que está com virose. Culpa do Rodrigo Caetano e está diretoria de bananas. 	ironico
8.666731101578527e+17	ANS PlanosdeSaúde EconomiaANS autoriza reajuste de até 13,55% para os planos de saúde	nao-ironico
8.681774653651476e+17	Poupança Premiada Sicredi contempla três associados da Sicredi Fronteiras Economia Regional Sicredi Prêmio...	nao-ironico
6.822435443970171e+17	Há coisas muito engraçadas... 	ironico
5.859710309943337e+17	Rio Tinto Stadium LOTADO  	ironico
8.699191622856663e+17	Fone: (11) 5182-8000 / (43) 3020-3800E-mail: comercial.com.brHunestec Conectus Directus Facilidade Agilidade Economia 	nao-ironico
6.4329724429747e+17	Top dos falsete    SegundaAlifeDetremuraSdv	ironico
6.974862043512095e+17	Isso é Libertadores!  	ironico
7.530055624812462e+17	 (eu não tomo banho)	ironico
8.474772662086369e+17	Que coisa legal vir a outro país e pagar pra fazer sexo...	ironico
5.956058187850465e+17	"Quanta Sou aliado do governo , mas não sou maluco. Se eu for na delegacia, tenho grandes chances... """	ironico
8.700170640098468e+17	Economize com os produtos para a higiene e beleza dos seus pets com Dr. Dog!economia, meuspetsmerecem, desconto, banhoetosa, drdog	nao-ironico
7.90217036655956e+17	Esse Hazard é muito ruim, ta louco  premierleaguesonaESPN	ironico
8.667042601253396e+17	Notícia: Meirelles admite que cronograma da reforma da Previdência poderá sofrer mudanças. economia política… 	nao-ironico
8.670889964715213e+17	JBS perdeu R$ 7,5 bi em valor de mercado na segunda-feira (22):  Noticias Politica Economia Brasil JBS	nao-ironico
7.297623288923136e+17	"Eh ci stava proprio il me parese todo estupendo""   isola"""	ironico
8.164474547197256e+17	Mónica, claramente es una Ironía 	ironico
5.49636606442111e+17	fico assustada com a modestia de algumas pessoas, se elas fossem mais modestas se clonariam hahaha 	ironico
8.732382736147907e+17	Eliseu Padilha e Moreira Franco aceitaram ser as madrinhas das segundas núpcias de Henrique Meirelles com o PMDB.Economia Política	nao-ironico
7.562159705369559e+17	E ainda tenho uma maravilhosa aula de álgebra linear, da qual estou super feliz em ter que ir.  querominhamae	ironico
8.706752872976753e+17	Míriam Leitão: alta da produção industrial foi outro alento para a economia. Ouça a análise. 	nao-ironico
7.041208683398472e+17	 é deboche ?  ? 24 horas e nada!	ironico
6.852774993502372e+17	A China Comunista cai e leva o mundo Capitalista. doceironia  china	ironico
8.669362729794724e+17	Notícias - mundo já saiu!  catracasp economia	nao-ironico
8.721608008148828e+17	não vai acontecer pq sabemos q a cbf mandaria jogar até se fosse em são sebastião do caí mas fica aí um cenário em tom de 	ironico
7.260403766168617e+17	Nossa, como os críticos de música são imparciais...  	ironico
6.466468903066419e+17	E pelo jeito o governo vai ter que pedir dinheiro ao FMI 	ironico
8.598810659845366e+17	WhatsApp parou... mds, isso vai influenciar muuuuuito minha vida, vou morrer. 	ironico
6.539350652447826e+17	Depois de ler as notícias do Brasil quero comunicar minha mudança de endereço: 666 Bourbon Street, New Orleans, USA 	ironico
8.632360824392622e+17	Ainda bem que os gaúchos não são brasileiros  	ironico
7.021523862871081e+17	AAAAAAAAAAAAAAAAAHH AGORA VAI...   	ironico
8.025765031501169e+17	"Engraçado como no nosso circulo de amizade muda (diminui) quando trocamos a placa da igreja!"""""	ironico
7.464630381240033e+17	todavia acreditava eu q no Twitter o botão  tava sempre ligadoDevo ter esquecido de apertar 	ironico
7.381831169096458e+17	Paulo Bento fez até o Henrique e Arrascaeta voltarem a jogar futebol.Willian  hoje tá jogando muito viu  ( )	ironico
5.96336151985791e+17	   Como não? Os caras já tem resolvido, oras. Vão mandar os jogos lá pra Volta Redonda. 	ironico
6.271533247736545e+17	Como eu adoro quando nao sei o que sinto, quando nao sei o porque de estar triste  Você começa a... 	ironico
5.301218286947533e+17	Pondé e Reinaldo Azevedo foram demitidos da Folha? 	ironico
6.767914650503086e+17	Engraçado é ver aquelas pessoas que enchiam seu saco pra estudar quando pequeno escrevendo com erros grotescos no Facebook. ?	ironico
7.527854683669217e+17	"Ho fem per educació""...  O_o  """	ironico
7.913773408530555e+17	Não sabia que o dinheiro de garotas de programa pagavam o bolsa família. Bela atitude 	ironico
8.695358736327844e+17	Programa de incentivo à inovação e empreendedorismo é lançado no ES  notícias Economia 	nao-ironico
7.074024129911112e+17	  11 milhões em moeda da Venezuela dá uns R$ 50? 	ironico
6.209214930992906e+17	Acabou de sair lá no  Corre que ainda dá tempo de ficar criativo hoje  :) 	ironico
8.166533089789542e+17	Pessoal retardado eu posto uma zoeira e deixam de seguir... Vocês  não sabem oque é.  porra	ironico
5.722408717453271e+17	"  pq esse é um jogo que reflete a vida"" e ele deveria lutar contra o povo dumal e não se reconectar com eles """	ironico
5.328548559800361e+17	Está um dia impecável... 	ironico
7.96732549775102e+17	Ah, mas você editou essas fotos, não serve...  	ironico
7.947212947681075e+17	Um aviso aos desavisados: Ao tirar foto no espelho, favor verificar se o mesmo encontra-se limpo antes de postar nas redes sociais!  	ironico
8.663318717262438e+17	Kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Guerrero lixo rsrsrs. pas  	ironico
